date,filtered_mean,filtered_variance,simple_return
2018-01-04,8.153055139602776e-4,5.009462397385872e-10,8.156379658446067e-4
2018-01-05,2.565131850212725e-5,5.991399081183855e-10,2.5651647499902452e-5
2018-01-08,-8.696919792398102e-5,4.4478899251709113e-10,-8.696541621289189e-5
2018-01-09,1.1591282606288227e-4,5.048647185701276e-10,1.1591954421397155e-4
2018-01-10,-2.973411048631593e-4,5.250204638014331e-10,-2.9729690337787495e-4
2018-01-11,3.158349391323614e-4,5.556198127439845e-10,3.1588482023803266e-4
2018-01-12,4.2746144261879434e-4,3.9385601084966983e-10,4.2755281728057426e-4
2018-01-15,7.605623973475232e-4,6.426832056810034e-10,7.608516982668956e-4
2018-01-16,-4.1267131518362386e-5,8.633792886725852e-10,-4.126628004197386e-5
2018-01-17,3.396337138634886e-4,5.72924366618982e-10,3.3969139592326947e-4
2018-01-18,-4.233162544363671e-5,4.664671320695597e-10,-4.233072947301686e-5
2018-01-19,6.05443732266855e-4,5.54745211233152e-10,6.056270503176364e-4
2018-01-22,3.278484853394316e-4,3.7686814324689773e-10,3.279022335276327e-4
2018-01-23,3.4042540734624907e-4,5.387879729358908e-10,3.4048335865111135e-4
2018-01-24,-2.1229867030342028e-4,5.548739256974999e-10,-2.1227613653540534e-4
2018-01-25,-4.7348483504304636e-4,6.223808912636759e-10,-4.7337275878800433e-4
2018-01-26,2.3314888352128616e-4,4.711401907245607e-10,2.3317606483463926e-4
2018-01-29,-4.403906238261123e-4,7.296528181101293e-10,-4.402936661089818e-4
2018-01-30,-7.316454115795205e-4,9.987505560075465e-10,-7.313778243389635e-4
2018-01-31,-1.7177595060919947e-4,6.451944373728897e-10,-0.00017176119796535883
