testing_start,testing_end,model,Return,Std,Sharpe,CVaR,Omega,Sortino,NbStocks,HHI,scenario
2017-01-04,2017-04-03,EqualWeight,2.417197800875475e-5,0.0006598394007012638,0.03663312312521087,-4.8392854347587e-5,1.1010447906021457,0.05333357177628593,2.0,0.5,gaussian
2017-01-04,2017-04-03,Omega,1.9750793571352242e-5,5.760953807817272e-5,0.34283895046253604,1.3403889777196152e-5,2.415640837804604,0.5416276186733859,2.0,0.9165504752847982,gaussian
2017-01-04,2017-04-03,CVaR,2.633737399435556e-5,0.0009547997117722385,0.027584187206623475,-7.865949975576225e-5,1.0751612032445705,0.040158837300124275,2.0,0.5999228985929457,gaussian
2017-01-04,2017-04-03,MV,2.633737399435556e-5,0.0009547997117722385,0.027584187206623475,-7.865949975576225e-5,1.0751612032445705,0.040158837300124275,2.0,0.5999228985929457,gaussian
2017-01-04,2017-04-03,MVEU,2.633737422666732e-5,0.0009547997428196515,0.027584186552972383,-7.865950293723768e-5,1.0751612013975724,0.040158836348458064,2.0,0.5999229197540294,gaussian
2017-04-04,2017-07-04,EqualWeight,-3.4613951916496165e-5,0.0007108794849675305,-0.04869172996049698,-0.0001084594988022917,0.8861345236210776,-0.08042203205446936,2.0,0.5,gaussian
2017-04-04,2017-07-04,Omega,-9.156920669965421e-5,0.0014218072023492036,-0.06440339206916207,-0.000239354862273596,0.8520353502960997,-0.10633261883658125,1.0,1.0,gaussian
2017-04-04,2017-07-04,CVaR,-7.696135023735332e-5,0.0012394685459906885,-0.06209221725416136,-0.0002057828821560576,0.8569760862248814,-0.10252243548795062,2.0,0.7764113513842676,gaussian
2017-04-04,2017-07-04,MV,-7.696135023735332e-5,0.0012394685459906885,-0.06209221725416136,-0.0002057828821560576,0.8569760862248814,-0.10252243548795062,2.0,0.7764113513842676,gaussian
2017-04-04,2017-07-04,MVEU,-7.69613642039546e-5,0.0012394687203250289,-0.062092219788953476,-0.00020578291425429903,0.8569760807920895,-0.10252243966702464,2.0,0.7764115337108852,gaussian
2020-01-09,2020-04-07,EqualWeight,-0.0002912189066900472,0.0052160292969070775,-0.0558315320166491,-0.0009408736177082415,0.8270748433744125,-0.06520963303544987,2.0,0.5,gaussian
2020-01-09,2020-04-07,Omega,-1.5252218113638449e-5,0.0011285704655070975,-0.013514635177684906,-0.00015601988111169635,0.955787948617475,-0.015408146700424178,2.0,0.8070008871993981,gaussian
2020-01-09,2020-04-07,CVaR,-0.0003463345371908275,0.00603238277078908,-0.05741255990384117,-0.0010976233644496311,0.8225674375151552,-0.0670552627254163,2.0,0.5122454814767727,gaussian
2020-01-09,2020-04-07,MV,-0.0003463345371908275,0.00603238277078908,-0.05741255990384117,-0.0010976233644496311,0.8225674375151552,-0.0670552627254163,2.0,0.5122454814767727,gaussian
2020-01-09,2020-04-07,MVEU,-0.00034633509974321935,0.006032391103122706,-0.057412573857145426,-0.0010976249643577544,0.8225673978222247,-0.06705527901368546,2.0,0.5122457314516007,gaussian
2021-04-12,2021-07-09,EqualWeight,8.61123871648352e-5,0.0006823086888260272,0.1262073729604693,1.3995980777317673e-5,1.3815269035090054,0.23465914542032718,2.0,0.5,gaussian
2021-04-12,2021-07-09,Omega,0.00016737775761821802,0.0013645862974428768,0.12265824296482403,2.3166963285250104e-5,1.3687257723751223,0.2266422767824687,1.0,1.0,gaussian
2021-04-12,2021-07-09,CVaR,6.488016021341234e-5,0.0005040499806508622,0.128717711941254,1.1599875512681606e-5,1.390624793686213,0.23926831808879334,2.0,0.5341310823665872,gaussian
2021-04-12,2021-07-09,MV,6.488016021341234e-5,0.0005040499806508622,0.128717711941254,1.1599875512681606e-5,1.390624793686213,0.23926831808879334,2.0,0.5341310823665872,gaussian
2021-04-12,2021-07-09,MVEU,6.488016044781048e-5,0.0005040499826187763,0.12871771190374331,1.1599875539135404e-5,1.3906247935497402,0.23926831801993872,2.0,0.5341310816134159,gaussian
2021-07-12,2021-10-08,EqualWeight,7.987283927191586e-6,0.0006923440194521933,0.011536582541019712,-5.979431216865672e-5,1.0292582667080274,0.017779548970928125,2.0,0.5,gaussian
2021-07-12,2021-10-08,Omega,1.0498402105805321e-5,0.0013846456152841519,0.007582013758553576,-0.0001250742251530157,1.0191376994195467,0.011685899479397124,1.0,1.0,gaussian
2021-07-12,2021-10-08,CVaR,7.985373130313857e-6,0.0006918172232529034,0.011542605274796247,-5.974463841973829e-5,1.0292737537652408,0.017788828753240712,2.0,0.5000002895107845,gaussian
2021-07-12,2021-10-08,MV,7.985373130313857e-6,0.0006918172232529034,0.011542605274796247,-5.974463841973829e-5,1.0292737537652408,0.017788828753240712,2.0,0.5000002895107845,gaussian
2021-07-12,2021-10-08,MVEU,7.985373399929932e-6,0.0006918172975842956,0.011542604424337832,-5.974464542874551e-5,1.0292737515783281,0.017788827442861022,2.0,0.5000002894292739,gaussian
2021-10-12,2022-01-11,EqualWeight,6.983357084859389e-5,0.0009753217313846104,0.0716005484153983,-2.755017721327117e-5,1.2124738296159012,0.09579942195867859,2.0,0.5,gaussian
2021-10-12,2022-01-11,Omega,0.00013455596939069387,0.0019505143954265077,0.06898486353456074,-6.016969037809609e-5,1.204012580756311,0.09232857990660275,1.0,1.0,gaussian
2021-10-12,2022-01-11,CVaR,8.560838811775244e-5,0.0012130057907414615,0.07057541585636082,-3.5500544801229434e-5,1.2091508058724005,0.09443939958239754,2.0,0.5297022583990072,gaussian
