window_id,test_start,test_end,mae_raw,rmse_raw,bias_raw,hit_rate_raw,dir_acc_raw,mae_gaussian,rmse_gaussian,bias_gaussian,hit_rate_gaussian,dir_acc_gaussian,mae_student_t,rmse_student_t,bias_student_t,hit_rate_student_t,dir_acc_student_t
22,2016-09-01,2016-09-08,0.0031870477563274973,0.004333514898758613,0.002666935337125956,0.6,1,0.0031583605552129024,0.0042711803778035075,0.0027068185900282634,0.6,1,0.0031289739591948778,0.004271760276540076,0.0025782987737071874,0.8,0.8
23,2016-09-09,2016-09-15,0.00987976216676332,0.012141847780107396,-0.004418613749060139,0.6,0.4,0.009926842027072726,0.012037230767506707,-0.004144065623330622,0.6,0.4,0.009882169159819609,0.01213075588263404,-0.0043944934484104175,0.6,0.6
24,2016-09-16,2016-09-22,0.00540417522844783,0.00664828001736576,0.003584697621375402,0.8,0.8,0.0053534102236655005,0.0066689539985315995,0.004012392020449458,1,0.4,0.005297983517624725,0.006577964691796125,0.0035954343486838563,0.8,0.2
25,2016-09-23,2016-09-29,0.006102038026929664,0.006976821193738795,-0.0010297825080156462,0.4,0.8,0.005941770481646522,0.006837698839725293,-6.354690800423856e-4,0.6,0.6,0.006129017962133066,0.0069936539034843636,-0.0010388629348822374,0.4,0.6
26,2016-09-30,2016-10-06,0.004942293403283675,0.006223372549973108,-0.0026782053969544744,0.2,0.8,0.0047012048798512375,0.006062074469129463,-0.002275878773599844,0.2,0.2,0.004858167444133466,0.006165141960376623,-0.002529712131563644,0.2,0.8
27,2016-10-07,2016-10-14,0.0027564287821053054,0.0030747769095954792,-3.9077847157378674e-4,0.4,0.4,0.0027605137271493377,0.0030878036025230424,-2.2276901016214076e-4,0.4,0.4,0.0027736289479931312,0.0030880704481453677,-4.3403157386203984e-4,0.4,0.4
28,2016-10-17,2016-10-21,0.004657661700448138,0.0059672677527320755,0.004657661700448138,0.8,1,0.00472717522298353,0.006088865655085372,0.00472717522298353,0.8,1,0.004553403588359775,0.005911070838108831,0.004553403588359775,1,1
29,2016-10-24,2016-10-28,0.003083452985555951,0.003314985191686454,-0.0025133720625345997,0.2,1,0.0027710263510258228,0.0030513957506358054,-0.002091637336906836,0.4,0.8,0.0030625689903171407,0.0033152635749118583,-0.0024909199361466887,0.2,0.8
30,2016-10-31,2016-11-04,0.004031318915284886,0.00621445946289192,-0.003957590436265401,0,0.6,0.003844242384241311,0.006082957602038155,-0.003844242384241311,0.2,0.6,0.004014273927775471,0.006224525574800117,-0.003997395079479762,0.2,0.2
31,2016-11-07,2016-11-11,0.006270736016321483,0.008014255133348589,4.990163335995971e-4,0.4,0.8,0.006159980058847033,0.007841399738677453,5.443984209631199e-4,0.4,0.8,0.0062630662217622235,0.007986444773288564,4.657663192932544e-4,0.4,0.6
32,2016-11-14,2016-11-18,0.0048312694040096435,0.005774002667292319,0.004074370643369459,0.6,1,0.004691224680853109,0.0058219454695264995,0.0040354180604741,0.6,1,0.004706550295539698,0.005729091340988704,0.003981361462908049,0.8,0.8
33,2016-11-21,2016-11-25,0.003532955698467112,0.005322146588656961,0.002375954889252806,0.6,0.6,0.0035031761009359365,0.005557139013044483,0.0027511140907330945,0.6,0.6,0.0035056906454920436,0.005337006997632694,0.0024253220602415684,0.6,0.6
34,2016-11-28,2016-12-02,0.0032640654583678064,0.0036325696459447243,-7.623313981556501e-4,0.4,0.4,0.003198870216019361,0.0035843483512834795,-3.940690053655557e-4,0.4,0.4,0.003234476310154423,0.00360617438639413,-6.228504533390095e-4,0.4,0.4
35,2016-12-05,2016-12-09,0.002956810755325733,0.0036675563561905443,0.002956810755325733,1,0.2,0.003356835976335616,0.003992851229496787,0.003356835976335616,0.8,0,0.003090310820832655,0.0037724395016747424,0.003090310820832655,1,0
36,2016-12-12,2016-12-16,0.0046484281002068155,0.006463427793742846,-0.0014613539166829633,0.6,0.4,0.004749913640322201,0.006360615732823443,-9.089804681421922e-4,0.6,0.4,0.004724096258582785,0.006404644982444637,-0.001184861871474083,0.6,0.4
37,2016-12-19,2016-12-23,7.992415655015096e-4,8.899997276500634e-4,3.8315380065038584e-4,0.8,1,0.0011153266784086052,0.0012024884366631467,8.902781534420745e-4,0.8,0.2,9.410158919248045e-4,0.0010115165408305816,6.176114136137657e-4,0.8,0.2
38,2016-12-28,2017-01-04,0.005625209680244734,0.006257379796711278,0.001894486071802926,0.8,0.8,0.005877513708486051,0.006406474640282349,0.002331270292554612,0.8,0.8,0.005746519879520037,0.0063239564711412375,0.0021049871802915456,0.8,0.8
39,2017-01-05,2017-01-11,0.004559888857016405,0.005066670207939699,-0.0011326377250880718,0.6,1,0.0048001389993614545,0.005073377486531385,-4.2814371329176904e-4,0.4,0.4,0.0046704700982213194,0.005049217748321548,-8.044599773176593e-4,0.6,0.4
40,2017-01-12,2017-01-18,0.0038288627241829963,0.0040139744214195815,-0.002147627557425337,0.2,0.8,0.003325847473314231,0.003591972313166013,-0.001361892604661067,0.2,0.8,0.003510987998868058,0.0037521365287865823,-0.0016385838440501567,0.2,0.8
41,2017-01-19,2017-01-25,0.004363582187056336,0.005434624563312512,0.002212443381953848,0.8,0.8,0.004780356908835215,0.005815437046162726,0.0029540809099002086,0.8,0.8,0.0047539556843165885,0.00574253675420666,0.0028694464434463438,0.8,0.8
42,2017-01-26,2017-02-01,0.004172252396488654,0.0058514494628533085,-0.004148195071869615,0.2,1,0.003662810557998948,0.0052969160921479295,-0.0033137986234479462,0.2,0.2,0.003815558842148152,0.005445073178026701,-0.003545641671898004,0.2,0.8
43,2017-02-02,2017-02-08,0.002400009175463486,0.0026287189260724253,0.0011781058539552555,0.6,0.4,0.0025197487337753556,0.0029630588840905336,0.001811151141872942,0.6,0.6,0.002465363864448452,0.0028411768626155666,0.0016171904023687693,0.6,0.6
44,2017-02-09,2017-02-15,0.002799858513662,0.0034071857681212373,0.002799858513662,1,0.4,0.003560096433230591,0.004059175718781659,0.003560096433230591,1,0,0.003276798724659016,0.0038040057352667685,0.003276798724659016,1,0
45,2017-02-16,2017-02-23,0.003571788797579972,0.004170070831174008,-0.0017463702690063401,0.4,0.8,0.0034802052368576317,0.003936029839467839,-9.530092119348211e-4,0.4,0.6,0.0034556481335316597,0.003978110500751317,-0.0012622345674717257,0.4,0.6
46,2017-02-24,2017-03-02,0.0087859961695455,0.009988829206173798,-0.003948431775055203,0.2,0.2,0.008410042485104158,0.00979910277178851,-0.003298160436863335,0.2,0.2,0.008447433158035141,0.009745500791454576,-0.0034209900798146905,0.2,0.2
47,2017-03-03,2017-03-09,0.0030654371657738676,0.004087459105700325,-0.0012082653665824593,0.4,0.8,0.002855356382157325,0.0038211542669355962,-7.317972031953006e-4,0.2,0.8,0.0030223390924231726,0.004017804952067692,-8.21745147911205e-4,0.4,0.6
48,2017-03-10,2017-03-16,0.004758702385491193,0.006451033657861877,2.4368398608863134e-4,0.8,0.8,0.005061690928654072,0.006484671109576386,7.449414624988054e-4,0.8,0.2,0.004945270856381753,0.006465407896915416,5.389786870905188e-4,0.8,0.8
49,2017-03-17,2017-03-23,0.004922110862698605,0.005469700061019604,-0.0022616582872249133,0.4,0.8,0.0048334086331782945,0.005297692962231942,-0.0017866340442788584,0.4,0.4,0.0049158994759687545,0.005415485293670091,-0.0020703693944888807,0.4,0.6
50,2017-03-24,2017-03-30,0.0035730185997285098,0.0040892088819236535,0.001313972510019039,0.8,0.8,0.0038679393114324986,0.004249141901181388,0.0018095580143727046,0.6,0.4,0.0036221698064792538,0.004130031214272417,0.0014632568031136923,0.8,0.4
51,2017-03-31,2017-04-06,0.0028376970034527244,0.0030320681969266297,9.75193903314591e-4,0.6,1,0.003048681004720685,0.0032875567745600217,0.0013489662689591725,0.4,0.6,0.002893823672893995,0.0031201168652278204,0.0012037835641092965,0.6,0.6
52,2017-04-07,2017-04-13,0.004090833907375172,0.004763931600861642,-0.002725603470223356,0.2,0.8,0.0037006265324857853,0.004447855282471431,-0.0021523200849616906,0.4,0.8,0.003933311117590621,0.004613035735476362,-0.0024753016439192366,0.2,0.8
53,2017-04-17,2017-04-21,0.0048112078060221185,0.005452471697627626,5.390329084810658e-4,0.4,1,0.0046033877237752424,0.00530635285482813,8.580500013508854e-4,0.6,0.6,0.004786554455015722,0.0055176208766965305,7.869385855910632e-4,0.2,0.4
54,2017-04-24,2017-04-28,0.005654479123834098,0.0062261093271934265,-8.226942437690428e-4,0.6,0.6,0.005706229304504539,0.0061583789558012445,-4.76187337188118e-4,0.6,0.6,0.005687313850951611,0.006218600317504862,-6.93731976675988e-4,0.6,0.6
55,2017-05-01,2017-05-05,0.006059915358152301,0.007301744744602218,-5.099577962833621e-4,0.4,0.8,0.005862687019112447,0.007267593108157989,-6.61719073233819e-5,0.6,0.6,0.006044323305968219,0.0072960505807136335,-4.0952931164089967e-4,0.4,0.6
56,2017-05-08,2017-05-12,0.004167569650797824,0.004488609472499738,-0.0010419434236482855,0.4,1,0.004303096978918824,0.004658991329790648,-5.168874921839056e-4,0.2,0.6,0.004060132978202786,0.004383551974467961,-9.401309966172228e-4,0.4,0.6
57,2017-05-15,2017-05-19,0.00818905641735115,0.01016340735900855,-0.0014992895916227781,0.6,0.6,0.008180273235869848,0.010120107788897525,-0.0011064051763808882,0.6,0.6,0.008176666338709776,0.010149027776174898,-0.0013280980232790946,0.6,0.6
58,2017-05-23,2017-05-29,0.0011967533588802624,0.0019374220412756394,-9.361975204155594e-4,0.6,1,0.0013716799035836504,0.0019622355947348027,-4.601177094458079e-4,0.4,1,0.0011600591145191892,0.0019151643476906523,-8.738560057998886e-4,0.6,0.8
59,2017-05-30,2017-06-05,0.003493771704411566,0.004050553211747555,-5.26848568168567e-4,0.2,0.2,0.0033140216272168365,0.0040229658126830665,-2.270136316244511e-4,0.2,0.2,0.0034655651780689566,0.0040416368311009705,-4.830866357471309e-4,0.2,0.2
60,2017-06-06,2017-06-12,0.004312919075097003,0.004592344820262917,-6.782986788608312e-4,0.6,0.6,0.004346386142823338,0.004540084404732564,-4.1291325343174184e-4,0.6,0.6,0.004335089303139053,0.00459771591385484,-6.260806942462672e-4,0.6,0.6
61,2017-06-13,2017-06-19,0.004396089584838032,0.00666303605918656,-0.0018648224812231168,0.4,0.8,0.004396702055247323,0.006553505529728092,-0.0016626296667875088,0.6,0.8,0.0043343284306392,0.006641679454793678,-0.0018124037445366454,0.4,0.4
62,2017-06-20,2017-06-26,0.0038975295615143245,0.004904894109550998,2.934797390320009e-4,0.4,0.8,0.003815775517544301,0.004876468935608766,6.251838787178512e-4,0.6,0.6,0.003941817460046414,0.004981977178517631,2.7719268382770355e-4,0.4,0.6
63,2017-06-27,2017-07-04,0.0045703914047169215,0.00528055904475273,-0.00275541626018934,0.2,0.2,0.004447425089174031,0.005170534424630428,-0.0025134912603750423,0.2,0.2,0.00458609590137776,0.0052907907105696666,-0.002782935027799901,0.2,0.8
64,2017-07-05,2017-07-11,0.0034904079926248604,0.0038163322346033137,-7.61814043895183e-5,0.6,0.8,0.003501085518108885,0.0037955107475190135,1.4622465927506545e-4,0.8,0.6,0.0035439290718541354,0.003821430184424776,-1.4142392442315945e-5,0.6,0.6
65,2017-07-12,2017-07-18,0.001168993280947476,0.0013423489249358405,-2.1448496511810357e-4,0.2,1,0.0010600662995155223,0.0013308880021116192,-2.3792921964021812e-5,0.4,0.8,0.0012651790550044254,0.0013797929696074114,-3.461361843925259e-4,0.2,0.8
66,2017-07-19,2017-07-25,0.004226758612974183,0.004566848412086745,5.066197645048809e-4,0.6,0.6,0.00425884772438341,0.0045861952475938165,6.53265216037025e-4,0.6,0.6,0.0042263639042317705,0.004583680411867137,4.081977320743317e-4,0.6,0.6
67,2017-07-26,2017-08-01,0.002392117845226714,0.0027561543750615233,-1.2504711083264334e-4,0.8,1,0.00235224368696012,0.002709928486587607,2.4600378819582594e-5,1,0.6,0.002417657516629512,0.0028126495853779227,-3.2660667184268875e-4,0.6,0.4
68,2017-08-02,2017-08-09,0.003265660038481947,0.003666336539368718,6.354928459338956e-5,0.4,0.6,0.0032690619827503028,0.0037071688069911977,2.0242935799830167e-4,0.2,0.6,0.0032445060260962097,0.003616290478252196,-1.335681252779053e-4,0.4,0.6
69,2017-08-10,2017-08-16,0.004179417685191785,0.005247416538700463,-0.0019335504882963513,0.2,0.6,0.004109569708847223,0.005207873370947989,-0.0018291525450490657,0.4,0.2,0.004232741153824277,0.005223660875470927,-0.002053245509182846,0.2,0.2
70,2017-08-17,2017-08-23,0.003244648803014726,0.003804129923157987,-3.43031193193931e-4,0.4,0.6,0.0032240945002513497,0.003791930218169903,-2.6901739995890993e-4,0.4,0.6,0.003259048337013045,0.0038024756924837596,-5.22062198677887e-4,0.4,0.4
71,2017-08-24,2017-08-30,0.0015963962291737546,0.0018738735836852645,8.832661253730974e-4,0.4,1,0.0016428483174447798,0.0019309573381033477,9.605860771922021e-4,0.6,0.6,0.0014885329626164764,0.001768780878751507,5.877928760830997e-4,0.6,0.6
72,2017-08-31,2017-09-07,0.0036164779398206127,0.004154725514725394,-0.0015359504476211063,0,0.8,0.0035773680572838916,0.004133601174499074,-0.0014336851572620568,0,0.8,0.0036779141578288065,0.004167789997482261,-0.001770547039335845,0.2,0.8
73,2017-09-08,2017-09-14,0.0034538633355831318,0.003916926502684124,0.00188983265847793,0.6,0.8,0.0034825973418883705,0.003952550058271364,0.0019280979451136737,0.4,0.6,0.00336988143883363,0.0037888230287997774,0.001729117026128268,0.6,0.6
74,2017-09-15,2017-09-21,0.003536160547789878,0.004019801182818708,0.003472666627160063,1,0.2,0.003674929259097275,0.0041634537760371826,0.003674929259097275,0.8,0.2,0.003516207827292639,0.003951941201601832,0.0033600964167877913,1,0.2
75,2017-09-22,2017-09-28,0.0031550329165152178,0.004357489507453332,0.0018602406544103779,0.6,0.8,0.003182495761768142,0.004437346581414726,0.0020812559813552034,0.8,0.6,0.003188409681361899,0.004326189861199781,0.0017205904115817595,0.6,0.6
76,2017-09-29,2017-10-05,0.002037426334352695,0.0024784571001915724,0.0017350528123250587,0.8,0.2,0.002145809959790485,0.002643814816728164,0.001935522700633338,0.8,1,0.0019968134360759593,0.00244476100584483,0.0016832152804020005,0.8,0.2
77,2017-10-06,2017-10-13,0.0030113641611018856,0.00314920921849268,7.123325662231521e-5,0.6,0.8,0.0030215297924426083,0.003126428586634039,3.6183265930061505e-4,0.8,0.4,0.0030383251085905265,0.0031801886904109264,3.843812336315156e-5,0.6,0.4
78,2017-10-16,2017-10-20,0.0015467022716603128,0.0017554632516765779,3.3624401564432e-4,0.6,1,0.0015235400667933142,0.0018018589612827447,6.250276872191384e-4,0.8,0.6,0.0015750205619659802,0.0017665820311195814,2.8889685921157187e-4,0.6,0.4
79,2017-10-23,2017-10-27,0.002446924062718341,0.0027303514082230845,9.608904081463177e-4,0.6,0.6,0.002476552131815757,0.0028052103726035177,0.0011773841427040132,0.8,0.4,0.0024663099672898245,0.0027149085084604524,8.703996493987837e-4,0.6,0.4
80,2017-10-30,2017-11-03,0.0010632311957599462,0.0014933303901186377,5.620017245585226e-4,0.8,1,0.0011879873949636943,0.001616756861835919,8.066281956393155e-4,0.6,0.6,0.0010004819013512093,0.0013767271304837997,4.77232747630582e-4,0.8,0.6
81,2017-11-06,2017-11-10,0.002612158446536311,0.002750230261600989,-1.3182115809198602e-4,0.4,0.4,0.002555301649976606,0.0027576385111621146,1.696716911268732e-4,0.4,0.6,0.0026082585467439596,0.0027563524214763904,-7.717077810155946e-5,0.4,0.4
82,2017-11-13,2017-11-17,0.0036027990869319064,0.0041586757059116535,-8.526162272605813e-4,0.4,0.8,0.0035623711726908013,0.0041026365108401425,-5.947689443045743e-4,0.4,0.4,0.003541005203081113,0.004124910284745182,-7.817010112729237e-4,0.4,0.4
83,2017-11-20,2017-11-24,0.0013702676039496248,0.002048031976970821,0.0010489659122470336,0.8,0.8,0.0014351427893874473,0.0021806836256931324,0.0013292789245566434,0.6,0.6,0.0013681713738654456,0.002031309579931005,9.976842917935685e-4,0.8,0.6
84,2017-11-27,2017-12-01,0.0034977653599097417,0.003911528064395298,-0.0011100966992292273,0.2,0.8,0.0033621154663245768,0.003842368876244916,-8.907080302971878e-4,0.4,0.8,0.0035583219083990007,0.003956831046880367,-0.0011909943264220197,0.2,0.8
85,2017-12-04,2017-12-08,0.0040331565921238035,0.004463392786046864,4.535600858780738e-4,0.4,0.6,0.00402486142858076,0.00452125317935155,6.240439487106389e-4,0.6,0.6,0.004019374461698142,0.004431038157099527,4.1716682497932895e-4,0.4,0.4
86,2017-12-11,2017-12-15,0.002213642891690433,0.003542104898667838,-8.615471753503543e-4,0.8,1,0.002324182275368326,0.003506382256332767,-6.817294523718246e-4,0.6,0.6,0.002097883675762382,0.0035616536066780083,-0.001044801842460496,0.8,0.6
87,2017-12-18,2017-12-22,0.0018762480898081718,0.0026086756183349145,0.0013211588151021375,0.8,0.6,0.0019688168243626484,0.0027859025705630667,0.001523931482295691,0.6,0.4,0.0018590329219605173,0.0025687665231279608,0.0012417943284774534,0.8,0.6
88,2017-12-27,2018-01-03,0.0027201708345510117,0.0033110308907952826,0.0023152337314928393,0.8,1,0.002818214648441155,0.003429976606996694,0.002481336093945939,0.8,0.8,0.002683383577566049,0.003262060247466971,0.0022473406494590543,0.8,0.8
89,2018-01-04,2018-01-10,0.002684197312119151,0.003121066154336608,-0.0017899025462470852,0.4,1,0.002594997652032802,0.003025971774760779,-0.0015522155455147634,0.2,0.8,0.0026841420755049613,0.003136342603355009,-0.0018848898275956193,0.4,0.8
90,2018-01-11,2018-01-17,0.002611992920332339,0.0029436599472229363,7.407013945024269e-4,0.8,0.8,0.002678961116699202,0.002957050357089661,8.79908039938954e-4,0.6,0.8,0.002633872653261879,0.002971177639802665,7.345184159948797e-4,0.8,0.8
91,2018-01-18,2018-01-24,0.0024869382643628152,0.003049854742833157,-7.300935379057902e-4,0.4,0.8,0.0024026524650275784,0.002967906913844202,-5.311576540791041e-4,0.6,0.8,0.0025085921390740323,0.003074986081114687,-8.203131714061193e-4,0.4,0.6
92,2018-01-25,2018-01-31,0.0051146375335272415,0.006212611154054865,-0.0043270348492479805,0.2,0.4,0.005097539392583812,0.006161760491169701,-0.0042127753062712586,0,0.4,0.005140930379667317,0.006243523631999086,-0.004365212801075617,0.2,0.2
93,2018-02-01,2018-02-07,0.008784063930158683,0.011151469125664457,-0.008081054297469739,0.2,0.2,0.008705133558665487,0.011068137843218705,-0.007958588598911584,0.4,0.8,0.008823539903762959,0.011216156693088564,-0.008175777927044426,0.2,0.2
94,2018-02-08,2018-02-14,0.008401948205902033,0.010463963400565495,3.278388691456218e-5,0.6,0.8,0.008463918319614152,0.010566633353794546,-5.335723792385446e-5,0.6,0.4,0.008456748760117675,0.010470748630136625,-2.5606599031447033e-4,0.4,0.4
95,2018-02-15,2018-02-22,0.003024663401105924,0.003616814386493673,0.0023626185052410425,0.6,1,0.0031505909030171424,0.003775873245733682,0.002423564093464996,0.6,0.4,0.0029717673643887684,0.0034161362721304013,0.0020011443389662178,0.6,0.4
96,2018-02-23,2018-03-01,0.006760495589786714,0.008081498560149183,-0.0013614016828654358,0.6,0.4,0.006746560821049746,0.00806183743871635,-0.0014769364710829768,0.8,0.4,0.006813861685360449,0.008132352001014134,-0.0017495169994914041,0.4,0.6
97,2018-03-02,2018-03-08,0.003950070660627655,0.005353664242280165,0.001916395116263047,0.4,0.8,0.003980607146619314,0.00534885891902977,0.0018757435944899113,0.6,0.4,0.00390718079937692,0.005287597049001498,0.001673478520409338,0.6,0.6
98,2018-03-09,2018-03-15,0.0016437551705628323,0.0018321897492707272,0.0016437551705628323,0.4,1,0.0017298628663009205,0.001953473168017802,0.0017298628663009205,0.2,0.4,0.0013829372770570744,0.0016176763495123329,0.0013829372770570744,1,0.2
99,2018-03-16,2018-03-22,0.006687849854755088,0.008955737536657356,-0.0035811008323409746,0.6,0.4,0.006726024170429854,0.00893980465064973,-0.003494980437491534,0.4,0.4,0.006652977454998327,0.009046893438188701,-0.0037921677580924403,0.6,0.4
100,2018-03-23,2018-03-29,0.007312475505374127,0.008171987604167947,-1.5497014880317067e-4,0.4,1,0.00772217477146294,0.008715645340705772,-5.457098672341773e-4,0.4,0.6,0.007592643314449934,0.00849230310426832,-6.662721446634874e-4,0.4,0.4
101,2018-04-02,2018-04-06,0.007294334947724955,0.00870911992670861,-0.0022459290105957064,0.4,1,0.007027479637140049,0.00836823248755164,-0.0019995588679835984,0.6,0.8,0.007323937275450828,0.008588591343604042,-0.0024116610360814072,0.2,0.8
102,2018-04-09,2018-04-13,0.0011275533436847485,0.0014074071508127929,0.0010651401989401638,0.2,1,9.044145038730602e-4,0.0011931937750472253,7.948066726465405e-4,0.4,1,8.651764259368281e-4,0.0011136993716942007,6.559748011136565e-4,0.8,0.8
103,2018-04-16,2018-04-20,0.004753163527507309,0.005942519423828204,0.002847621446340329,0.2,0.2,0.004700799157928547,0.0058990913782535955,0.002757344765739895,0.2,0.2,0.004522963474910659,0.005768335748268714,0.0024647450272653687,0.8,0.2
104,2018-04-23,2018-04-27,0.004299753043364406,0.004858273800951643,0.002368855653720712,0.4,0.2,0.0043548508656516905,0.004908751774636668,0.0024044225497008797,0,0.2,0.004130404415716381,0.004729039179500649,0.0020752028287514927,0.8,0.2
105,2018-04-30,2018-05-04,0.0025095026261879303,0.0035831312444249267,7.488115451383388e-4,0.6,0.8,0.0024946818811999514,0.00356608751122669,7.683626493980827e-4,0.6,0.6,0.002457646133928981,0.0035561340672877217,4.342551935913109e-4,0.6,0.8
106,2018-05-07,2018-05-11,0.003094375834079181,0.003330190111110576,0.003094375834079181,1,1,0.0032451992343711725,0.0035391931969328116,0.0032451992343711725,0.6,0.2,0.002850349087652853,0.003115758979191142,0.002850349087652853,1,0
107,2018-05-14,2018-05-18,0.002116762873807304,0.0029877245900390655,0.002116762873807304,1,0.6,0.002218005884812273,0.0030975499309527023,0.002218005884812273,0.8,0,0.001880986483294254,0.0028217345095173365,0.001880986483294254,1,0.2
108,2018-05-22,2018-05-28,0.002055966152059585,0.002326615621744666,-0.002055966152059585,0,1,0.0018595509227845005,0.0021607679404724673,-0.0018595509227845005,0,1,0.002156731108718266,0.002412328250865283,-0.002156731108718266,0,1
