window_id,est_start_date,est_end_date,test_start_date,test_end_date,w_rf,w_tsx,portfolio_mean,portfolio_std,portfolio_sharpe,cumulative_wealth,num_test_days,scenario,gamma
1,2015-04-01,2016-04-01,2016-04-04,2016-06-30,1.4009614672855594e-10,0.9999999998598048,0.00035182127355242024,0.0005537380995466033,0.6353568118944478,1.0223983485133858,63,student_t,1.0
2,2015-07-02,2016-06-30,2016-07-04,2016-09-30,1.3654088147860896e-10,0.999999999863372,0.0003938084599455918,0.0004466132083581946,0.8817662634593375,1.0251088182464159,63,student_t,1.0
3,2015-10-01,2016-09-30,2016-10-03,2017-01-03,1.063337489336548e-09,0.9999999989364566,0.00037666818494600044,0.0004474951325428352,0.8417257698550384,1.024002864702253,63,student_t,1.0
4,2016-01-04,2017-01-03,2017-01-04,2017-04-03,5.180698854284219e-10,0.9999999994814665,0.00030350969169506736,0.0005049202304641993,0.6011042405966487,1.0192939514921793,63,student_t,1.0
5,2016-04-04,2017-04-03,2017-04-04,2017-07-04,6.785163499530834e-10,0.9999999993212095,0.00020832112925648225,0.0004383593869106159,0.47522908252210005,1.0132032165874352,63,student_t,1.0
6,2016-07-04,2017-07-04,2017-07-05,2017-10-03,8.150367001984645e-10,0.9999999991843528,0.00033551522419944036,0.0004335678469688078,0.7738471073100085,1.0213527724288038,63,student_t,1.0
7,2016-10-03,2017-10-03,2017-10-04,2018-01-04,1.6750743981533722e-10,0.9999999998324299,0.0003621286054011549,0.000359628017909529,1.0069532610561365,1.023067943630984,63,student_t,1.0
8,2017-01-04,2018-01-04,2018-01-05,2018-04-05,4.2831639965998334e-10,0.9999999995713929,0.00017836290619248192,0.0004912003848275893,0.3631163812200332,1.011291537087231,63,student_t,1.0
9,2017-04-04,2018-04-05,2018-04-06,2018-07-05,3.4933625143563694e-10,0.9999999996505383,0.0004244927007065611,0.0003787495566841495,1.120774118979519,1.0270933785482068,63,student_t,1.0
10,2017-07-05,2018-07-05,2018-07-06,2018-10-04,9.585005307751718e-11,0.9999999999040823,0.00021991586308452984,0.0004251799173300346,0.5172301280491242,1.013943805106452,63,student_t,1.0
11,2017-10-04,2018-10-04,2018-10-05,2019-01-07,1.3747416131693413e-10,0.9999999998624396,9.532816708080128e-05,0.0006072590219939573,0.1569810634806013,1.0060117739964098,63,student_t,1.0
12,2018-01-05,2019-01-07,2019-01-08,2019-04-05,3.4281068878898587e-10,0.9999999996570864,0.0005629665254961416,0.0004666694849505771,1.206349554987001,1.0360859034039445,63,student_t,1.0
13,2018-04-06,2019-04-05,2019-04-08,2019-07-08,1.1126171041195328e-10,0.999999999888664,0.00027904851039926295,0.00047737242431147934,0.5845509631222171,1.0177256971316484,63,student_t,1.0
14,2018-07-06,2019-07-08,2019-07-09,2019-10-07,1.2276383483606192e-10,0.9999999998771624,0.00029189392126654926,0.0005054755936635098,0.5774639268950743,1.0185485153890643,63,student_t,1.0
15,2018-10-05,2019-10-07,2019-10-08,2020-01-08,1.3747265878314326e-10,0.9999999998624394,0.0003611880964651861,0.00035943058193966317,1.0048897189438877,1.0230073531360324,63,student_t,1.0
16,2019-01-08,2020-01-08,2020-01-09,2020-04-07,3.402573993252659e-09,0.9999999965968344,0.00033219590137070797,0.0005031590842924505,0.6602204188320412,1.0211371871930583,63,student_t,1.0
17,2019-04-08,2020-04-07,2020-04-08,2020-07-08,9.022664142055156e-11,0.9999999999097089,0.0005846858266068835,0.0005302775246645084,1.10260344708518,1.037501682371916,63,student_t,1.0
18,2019-07-09,2020-07-08,2020-07-09,2020-10-07,6.677191504857268e-10,0.9999999993321053,0.00034399776434980303,0.0005319624146000546,0.6466580249065734,1.0218954880436517,63,student_t,1.0
19,2019-10-08,2020-10-07,2020-10-08,2021-01-08,2.4618282816409405e-10,0.9999999997536342,0.0005164984047311093,0.0005606114598855076,0.9213126054122985,1.0330556989783228,63,student_t,1.0
20,2020-01-09,2021-01-08,2021-01-11,2021-04-09,3.2347717157355644e-10,0.9999999996761874,0.0004042812907420754,0.0005423482425575427,0.7454274929252334,1.0257820690287085,63,student_t,1.0
21,2020-04-08,2021-04-09,2021-04-12,2021-07-09,1.7435102567547444e-10,0.9999999998254546,0.0003575180765183252,0.00044383768202226954,0.8055153742002166,1.0227687511271688,63,student_t,1.0
22,2020-07-09,2021-07-09,2021-07-12,2021-10-08,3.453343302985328e-10,0.9999999996543573,0.0003048814163297241,0.0004752549684380989,0.6415112656932368,1.0193829473802696,63,student_t,1.0
23,2020-10-08,2021-10-08,2021-10-12,2022-01-11,3.4476781057143e-10,0.9999999996549166,0.0003642258071320267,0.0005603300042561079,0.6500201744783801,1.0231971283665837,63,student_t,1.0
24,2021-01-11,2022-01-11,2022-01-12,2022-04-11,9.837677521790887e-10,0.9999999990160325,0.00028603191994229634,0.0005925612401449544,0.482704403467777,1.018169472156551,63,student_t,1.0
25,2021-04-12,2022-04-11,2022-04-12,2022-07-12,7.756579581710265e-09,0.9999999922429578,0.00015840719744004687,0.0006359812703262272,0.2490752555634095,1.0100159546114527,63,student_t,1.0
26,2021-07-12,2022-07-12,2022-07-13,2022-10-12,1.2655979150954338e-10,0.999999999873358,0.0002247815622759123,0.0006754632486043329,0.3327813359799578,1.0142457997300598,63,student_t,1.0
27,2021-10-12,2022-10-12,2022-10-13,2023-01-12,1.0761007578939388e-10,0.9999999998923225,0.0004217854362855399,0.0005799144592668101,0.7273235380590548,1.0269120546715598,63,student_t,1.0
28,2022-01-12,2023-01-12,2023-01-13,2023-04-13,2.5904149941688293e-10,0.9999999997408058,0.0003678385814672721,0.0005622202039967814,0.6542606951019105,1.023429886015959,63,student_t,1.0
29,2022-04-12,2023-04-13,2023-04-14,2023-07-13,5.057482655701306e-10,0.999999999494122,0.00022587089137998616,0.000561561244183943,0.4022195151807889,1.0143198914249942,63,student_t,1.0
30,2022-07-13,2023-07-13,2023-07-14,2023-10-13,1.558975905623199e-09,0.9999999984406389,0.0002559685790451525,0.0005746722979956685,0.44541659644620946,1.0162440835197488,63,student_t,1.0
31,2022-10-13,2023-10-13,2023-10-16,2024-01-15,8.022353443472845e-10,0.9999999991975861,0.0003453051263685398,0.0005514771727397277,0.62614581969562,1.0219789496584648,63,student_t,1.0
32,2023-01-13,2024-01-15,2024-01-16,2024-04-15,2.134380802916755e-09,0.9999999978654306,0.0003665294920476129,0.00047387903392126816,0.7734663612665955,1.0233484632775387,63,student_t,1.0
33,2023-04-14,2024-04-15,2024-04-16,2024-07-15,1.5509389866236593e-09,0.9999999984489235,0.0003542857583900125,0.0005105947555792258,0.6938687765958462,1.022558523785763,63,student_t,1.0
34,2023-07-14,2024-07-15,2024-07-16,2024-10-15,7.132117777665128e-10,0.9999999992866624,0.00042063571789566033,0.0005382822718096679,0.7814407791687287,1.026839212726197,63,student_t,1.0
35,2023-10-16,2024-10-15,2024-10-16,2025-01-15,3.5715295826735125e-10,0.9999999996426328,0.00034462247498046376,0.0005262171598383739,0.6549054293218289,1.0219358888152212,63,student_t,1.0
36,2024-01-16,2025-01-15,2025-01-16,2025-04-15,2.62005897293543e-10,0.9999999997378375,0.0003472543109565562,0.0005477107080000348,0.6340104472752688,1.0221045445613697,63,student_t,1.0
37,2024-04-16,2025-04-15,2025-04-16,2025-07-16,1.040586975345782e-10,0.9999999998958747,0.0005466431407176187,0.00041284256918562004,1.3240958697547491,1.035023100076112,63,student_t,1.0
38,2024-07-16,2025-07-16,2025-07-17,2025-10-16,3.8209956845194663e-10,0.9999999996176282,0.0004740815544439767,0.0004731129880997478,1.0020472199423633,1.0303030844249703,63,student_t,1.0
